,model,tpr,fpr,precision,threshold
0,bagging,1.0,1.0,0.24883345689241637,0.0
1,bagging,1.0,1.0,0.24883345689241637,1.0
2,bagging,1.0,1.0,0.24883345689241637,2.0
3,bagging,0.9814230634419909,0.9512336719883889,0.25471912667728,5.0
4,bagging,0.9814230634419909,0.9512336719883889,0.25471912667728,10.0
5,bagging,0.8936207500876271,0.8192743105950653,0.26542085263651033,20.0
6,bagging,0.8936207500876271,0.8192743105950653,0.26542085263651033,30.0
7,bagging,0.7506133894146513,0.6298403483309144,0.2830425588157547,50.0
8,bagging,0.5508236943568174,0.42780841799709723,0.2989916286149163,60.0
9,bagging,0.5508236943568174,0.42780841799709723,0.2989916286149163,70.0
10,bagging,0.1859446196985629,0.12127721335268506,0.3368253968253968,90.0
11,bagging,0.08166841920785138,0.04859216255442671,0.35763622409823487,95.0
12,bagging,0.08166841920785138,0.04859216255442671,0.35763622409823487,98.0
13,bagging,0.02821591307395724,0.01602322206095791,0.3684210526315789,99.0
14,bagging,0.0007010164738871364,0.0004644412191582003,0.3333333333333333,100.0
15,boosted,1.0,1.0,0.24883345689241637,0.0
16,boosted,1.0,1.0,0.24883345689241637,1.0
17,boosted,1.0,1.0,0.24883345689241637,2.0
18,boosted,0.9873817034700315,0.9375907111756169,0.25863018729342635,5.0
19,boosted,0.9633718892393971,0.8790130624092888,0.26635332881093127,10.0
20,boosted,0.8953732912723449,0.7684179970972423,0.27849550286181524,20.0
21,boosted,0.8026638626007712,0.6660087082728592,0.28532270122103165,30.0
22,boosted,0.5827199439186821,0.4726269956458636,0.28998778998779,50.0
23,boosted,0.49631966351209256,0.3681277213352685,0.30873214869726373,60.0
24,boosted,0.38240448650543285,0.2727431059506531,0.31715116279069766,70.0
25,boosted,0.1375744830003505,0.08760522496371553,0.3421970357454228,90.0
26,boosted,0.06887486855941115,0.04377358490566038,0.34263295553618134,95.0
27,boosted,0.02663862600771118,0.017822931785195936,0.3311546840958606,98.0
28,boosted,0.012618296529968454,0.009172714078374456,0.3130434782608696,99.0
29,boosted,0.0001752541184717841,0.0004644412191582003,0.1111111111111111,100.0
30,forest,1.0,1.0,0.24883345689241637,0.0
31,forest,0.9978969505783386,0.9881567489114659,0.2506713625357693,1.0
32,forest,0.9949176305643183,0.9791582002902758,0.2518298363128244,2.0
33,forest,0.9831756046267087,0.9457184325108854,0.25616438356164384,5.0
34,forest,0.9600420609884333,0.8833091436865022,0.26472720243560627,10.0
35,forest,0.8953732912723449,0.7684179970972423,0.27849550286181524,20.0
36,forest,0.8266736768314056,0.6658925979680697,0.29140668437635137,30.0
37,forest,0.6370487206449351,0.4565457184325109,0.3161144447343247,50.0
38,forest,0.5334735366281108,0.35854862119013065,0.3301518438177874,60.0
39,forest,0.416403785488959,0.2704789550072569,0.33773987206823025,70.0
40,forest,0.1473887136347704,0.08621190130624093,0.36156491831470333,90.0
41,forest,0.07728706624605679,0.04267053701015965,0.375,95.0
42,forest,0.03207150368033649,0.01788098693759071,0.3727087576374745,98.0
43,forest,0.016824395373291272,0.008359941944847606,0.4,99.0
44,forest,0.0001752541184717841,0.0,1.0,100.0
45,svm,1.0,1.0,0.24883345689241637,0.0
46,svm,0.9956186470382054,0.9880986937590711,0.2502532928064843,1.0
47,svm,0.9896600070101648,0.97677793904209,0.25129049483802063,2.0
48,svm,0.9740623904661759,0.9420029027576198,0.2551413881748072,5.0
49,svm,0.9444444444444444,0.8852830188679245,0.26112026359143325,10.0
50,svm,0.8760953382404486,0.7748040638606676,0.27249931861542653,20.0
51,svm,0.7951279355064844,0.6685050798258345,0.28264390730127087,30.0
52,svm,0.6121626358219419,0.4628737300435414,0.3046398046398046,50.0
53,svm,0.5068349106203995,0.364644412191582,0.3152730840510193,60.0
54,svm,0.3990536277602524,0.2672278664731495,0.3309593023255814,70.0
55,svm,0.14651244304241148,0.084644412191582,0.3644289450741064,90.0
56,svm,0.08096740273396424,0.0397677793904209,0.4027898866608544,95.0
57,svm,0.03452506133894147,0.01521044992743106,0.42919389978213507,98.0
58,svm,0.01962846126883982,0.006850507982583454,0.48695652173913045,99.0
59,svm,0.0001752541184717841,0.0,1.0,100.0
60,knn,1.0,1.0,0.24883345689241637,0.0
61,knn,1.0,1.0,0.24883345689241637,1.0
62,knn,1.0,1.0,0.24883345689241637,2.0
63,knn,0.9915878023133544,0.9750943396226415,0.2519818295181259,5.0
64,knn,0.9658254468980021,0.9097822931785196,0.260173732414314,10.0
65,knn,0.908342096039257,0.8069085631349783,0.2716172308982287,20.0
66,knn,0.8116018226428321,0.6735558780841799,0.28528306536068504,30.0
67,knn,0.6847178408692605,0.5297532656023222,0.29980049109883367,50.0
68,knn,0.5282159130739572,0.3918722786647315,0.30868496517820565,60.0
69,knn,0.5282159130739572,0.3918722786647315,0.30868496517820565,70.0
70,knn,0.2227479845776376,0.146066763425254,0.33562186427251123,90.0
71,knn,0.11847178408692605,0.07599419448476052,0.34055415617128465,95.0
72,knn,0.056957588503329826,0.033846153846153845,0.3579295154185022,98.0
73,knn,0.021205748335085876,0.013875181422351234,0.33611111111111114,99.0
74,knn,0.0,5.8055152394775034e-05,0.0,100.0
75,logit,1.0,1.0,0.24883345689241637,0.0
76,logit,0.9963196635120926,0.987866473149492,0.25042949649795165,1.0
77,logit,0.9919383105502979,0.9760232220609579,0.2518689925240299,2.0
78,logit,0.9784437434279706,0.9405515239477503,0.25628901946382665,5.0
79,logit,0.9540834209603926,0.8820899854862119,0.2637852505087702,10.0
80,logit,0.8955485453908166,0.7683599419448476,0.2785500136276915,20.0
81,logit,0.8217665615141956,0.6596806966618287,0.2921131323199601,30.0
82,logit,0.6473887136347705,0.4512046444121916,0.32216989359846504,50.0
83,logit,0.5464423413950228,0.35152394775036283,0.33991060721683203,60.0
84,logit,0.4284963196635121,0.2574746008708273,0.3553779069767442,70.0
85,logit,0.1642131090080617,0.07878084179970972,0.4084568439407149,90.0
86,logit,0.08902909218366632,0.03709724238026125,0.44289450741063646,95.0
87,logit,0.03627760252365931,0.01462989840348331,0.45098039215686275,98.0
88,logit,0.020679985979670523,0.006502177068214804,0.5130434782608696,99.0
89,logit,0.0,5.8055152394775034e-05,0.0,100.0
90,tree,1.0,1.0,0.24883345689241637,0.0
91,tree,1.0,1.0,0.24883345689241637,1.0
92,tree,1.0,1.0,0.24883345689241637,2.0
93,tree,1.0,1.0,0.24883345689241637,5.0
94,tree,1.0,1.0,0.24883345689241637,10.0
