Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_STATE,Geo_COUNTY,Geo_TRACT,SE_A01001A_001,SE_A01001A_002,SE_A01001A_003,SE_A01001A_004,SE_A01001A_005,SE_A01001A_006,SE_A01001A_007,SE_A01001A_008,SE_A01001A_009,SE_A01001A_010,SE_A01001A_011,SE_A01001A_012,SE_A10003_001,SE_A14010_001,SE_A13003A_001,SE_A13003A_002,SE_A13003A_003
17031170500,14000US17031170500,"Census Tract 1705, Cook County, Illinois","Census Tract 1705, Cook County, Illinois",il,140,0,ACSSF,6075,17,31,170500,5504,378,578,887,1169,1563,2441,3197,4011,4634,5246,5451,2.77,90926,1169,109,1060
17031170600,14000US17031170600,"Census Tract 1706, Cook County, Illinois","Census Tract 1706, Cook County, Illinois",il,140,0,ACSSF,6076,17,31,170600,2631,160,339,456,519,676,1002,1323,1766,2121,2367,2546,2.65,85870,519,23,496
17031170700,14000US17031170700,"Census Tract 1707, Cook County, Illinois","Census Tract 1707, Cook County, Illinois",il,140,0,ACSSF,6077,17,31,170700,2941,143,274,488,656,869,1246,1619,2182,2502,2724,2907,2.83,83891,656,29,627
17031170800,14000US17031170800,"Census Tract 1708, Cook County, Illinois","Census Tract 1708, Cook County, Illinois",il,140,0,ACSSF,6078,17,31,170800,4060,265,534,642,767,1031,1758,2246,2772,3579,3818,3946,2.85,70500,738,11,727
17031170900,14000US17031170900,"Census Tract 1709, Cook County, Illinois","Census Tract 1709, Cook County, Illinois",il,140,0,ACSSF,6079,17,31,170900,1868,42,157,287,382,554,745,1066,1380,1606,1729,1809,2.86,81094,364,0,364
17031171000,14000US17031171000,"Census Tract 1710, Cook County, Illinois","Census Tract 1710, Cook County, Illinois",il,140,0,ACSSF,6080,17,31,171000,7597,371,800,1257,1584,2151,3168,4181,5292,6289,7036,7508,2.84,78619,1584,101,1483
17031171100,14000US17031171100,"Census Tract 1711, Cook County, Illinois","Census Tract 1711, Cook County, Illinois",il,140,0,ACSSF,6081,17,31,171100,3844,273,528,736,857,1202,1936,2462,2831,3340,3748,3775,3.05,91469,840,110,730
17031180100,14000US17031180100,"Census Tract 1801, Cook County, Illinois","Census Tract 1801, Cook County, Illinois",il,140,0,ACSSF,6082,17,31,180100,6210,463,793,1059,1216,1719,2938,3652,4454,5442,5917,6066,2.93,74840,1203,295,908
17031190100,14000US17031190100,"Census Tract 1901, Cook County, Illinois","Census Tract 1901, Cook County, Illinois",il,140,0,ACSSF,6083,17,31,190100,2534,146,383,586,706,895,1321,1687,1951,2226,2383,2496,3.08,38622,706,279,427
17031190200,14000US17031190200,"Census Tract 1902, Cook County, Illinois","Census Tract 1902, Cook County, Illinois",il,140,0,ACSSF,6084,17,31,190200,5525,427,845,1369,1575,2156,2865,3721,4444,5008,5247,5477,3.68,57754,1557,380,1177
17031190300,14000US17031190300,"Census Tract 1903, Cook County, Illinois","Census Tract 1903, Cook County, Illinois",il,140,0,ACSSF,6085,17,31,190300,5302,367,703,920,1123,1716,2695,3330,3964,4675,5103,5220,3.07,64313,1114,348,766
17031190401,14000US17031190401,"Census Tract 1904.01, Cook County, Illinois","Census Tract 1904.01, Cook County, Illinois",il,140,0,ACSSF,6086,17,31,190401,3983,309,512,797,993,1447,1985,2449,2941,3539,3847,3971,3.23,62757,978,250,728
17031190402,14000US17031190402,"Census Tract 1904.02, Cook County, Illinois","Census Tract 1904.02, Cook County, Illinois",il,140,0,ACSSF,6087,17,31,190402,5434,226,641,1092,1318,1750,2688,3570,4291,4769,5191,5328,3.31,51133,1318,216,1102
17031190601,14000US17031190601,"Census Tract 1906.01, Cook County, Illinois","Census Tract 1906.01, Cook County, Illinois",il,140,0,ACSSF,6088,17,31,190601,5126,574,1046,1433,1589,2127,3063,3789,4468,4806,4994,5091,4.3,57545,1577,468,1109
17031190602,14000US17031190602,"Census Tract 1906.02, Cook County, Illinois","Census Tract 1906.02, Cook County, Illinois",il,140,0,ACSSF,6089,17,31,190602,5867,322,817,1194,1454,2206,2805,3642,4655,5326,5570,5737,3.96,59716,1426,384,1042
17031190701,14000US17031190701,"Census Tract 1907.01, Cook County, Illinois","Census Tract 1907.01, Cook County, Illinois",il,140,0,ACSSF,6090,17,31,190701,2861,168,466,691,814,1035,1512,2104,2294,2659,2815,2820,3.67,48000,814,261,553
17031190702,14000US17031190702,"Census Tract 1907.02, Cook County, Illinois","Census Tract 1907.02, Cook County, Illinois",il,140,0,ACSSF,6091,17,31,190702,5177,529,1048,1317,1585,2265,2977,3710,4458,4875,5024,5146,3.61,41213,1543,831,712
17031190800,14000US17031190800,"Census Tract 1908, Cook County, Illinois","Census Tract 1908, Cook County, Illinois",il,140,0,ACSSF,6092,17,31,190800,7222,502,1106,1658,1926,2579,3659,4945,5729,6554,7017,7160,3.57,43375,1904,433,1471
17031190900,14000US17031190900,"Census Tract 1909, Cook County, Illinois","Census Tract 1909, Cook County, Illinois",il,140,0,ACSSF,6093,17,31,190900,2226,202,312,495,555,752,1104,1374,1649,1862,2134,2209,3.3,56550,520,174,346
17031191000,14000US17031191000,"Census Tract 1910, Cook County, Illinois","Census Tract 1910, Cook County, Illinois",il,140,0,ACSSF,6094,17,31,191000,2653,206,445,596,676,983,1326,1784,2051,2438,2540,2639,3.69,53558,676,263,413
17031191100,14000US17031191100,"Census Tract 1911, Cook County, Illinois","Census Tract 1911, Cook County, Illinois",il,140,0,ACSSF,6095,17,31,191100,7618,547,1199,1844,2394,3230,4283,5536,6231,7085,7499,7610,3.81,46172,2378,706,1672
17031191200,14000US17031191200,"Census Tract 1912, Cook County, Illinois","Census Tract 1912, Cook County, Illinois",il,140,0,ACSSF,6096,17,31,191200,3832,343,763,1084,1234,1735,2228,2888,3327,3697,3818,3819,3.87,42917,1234,595,639
17031191301,14000US17031191301,"Census Tract 1913.01, Cook County, Illinois","Census Tract 1913.01, Cook County, Illinois",il,140,0,ACSSF,6097,17,31,191301,5686,555,1059,1542,1854,2464,3134,3890,4623,5217,5442,5608,4.03,48356,1854,471,1383
17031191302,14000US17031191302,"Census Tract 1913.02, Cook County, Illinois","Census Tract 1913.02, Cook County, Illinois",il,140,0,ACSSF,6098,17,31,191302,5370,370,971,1346,1702,2255,3056,3981,4637,4991,5245,5338,3.88,48611,1648,416,1232
17031200100,14000US17031200100,"Census Tract 2001, Cook County, Illinois","Census Tract 2001, Cook County, Illinois",il,140,0,ACSSF,6099,17,31,200100,4275,347,655,923,1068,1426,2180,2590,3253,3813,4145,4222,3.14,62500,1042,45,997
17031200200,14000US17031200200,"Census Tract 2002, Cook County, Illinois","Census Tract 2002, Cook County, Illinois",il,140,0,ACSSF,6100,17,31,200200,4805,268,472,740,871,1573,2418,3088,3537,4363,4688,4788,3.01,51301,861,290,571
17031200300,14000US17031200300,"Census Tract 2003, Cook County, Illinois","Census Tract 2003, Cook County, Illinois",il,140,0,ACSSF,6101,17,31,200300,2130,183,349,447,561,840,1142,1418,1752,1939,2024,2103,3.74,44375,561,349,212
17031200401,14000US17031200401,"Census Tract 2004.01, Cook County, Illinois","Census Tract 2004.01, Cook County, Illinois",il,140,0,ACSSF,6102,17,31,200401,3642,245,613,951,1095,1338,2060,2637,2973,3370,3453,3560,3.54,40282,1095,444,651
17031200402,14000US17031200402,"Census Tract 2004.02, Cook County, Illinois","Census Tract 2004.02, Cook County, Illinois",il,140,0,ACSSF,6103,17,31,200402,4241,425,734,1050,1134,1740,2476,2829,3359,3838,4102,4241,4,43594,1118,337,781
17031210100,14000US17031210100,"Census Tract 2101, Cook County, Illinois","Census Tract 2101, Cook County, Illinois",il,140,0,ACSSF,6104,17,31,210100,3517,184,400,571,670,856,1917,2486,2829,3221,3406,3498,2.58,64625,670,112,558
17031210400,14000US17031210400,"Census Tract 2104, Cook County, Illinois","Census Tract 2104, Cook County, Illinois",il,140,0,ACSSF,6105,17,31,210400,2780,186,359,534,639,902,1452,1852,2161,2415,2590,2681,2.82,52333,626,290,336
17031210501,14000US17031210501,"Census Tract 2105.01, Cook County, Illinois","Census Tract 2105.01, Cook County, Illinois",il,140,0,ACSSF,6106,17,31,210501,3500,297,455,661,719,1021,2076,2468,2840,3274,3446,3483,2.78,37500,719,182,537
17031210502,14000US17031210502,"Census Tract 2105.02, Cook County, Illinois","Census Tract 2105.02, Cook County, Illinois",il,140,0,ACSSF,6107,17,31,210502,4653,286,692,917,1167,1673,2850,3454,4042,4340,4486,4632,3.24,37311,1167,488,679
17031210601,14000US17031210601,"Census Tract 2106.01, Cook County, Illinois","Census Tract 2106.01, Cook County, Illinois",il,140,0,ACSSF,6108,17,31,210601,2725,81,177,413,467,744,1426,1869,2227,2446,2619,2692,2.92,61440,437,0,437
17031210602,14000US17031210602,"Census Tract 2106.02, Cook County, Illinois","Census Tract 2106.02, Cook County, Illinois",il,140,0,ACSSF,6109,17,31,210602,4032,217,478,652,722,1095,2172,2761,3319,3547,3838,3960,2.68,49740,722,236,486
17031210700,14000US17031210700,"Census Tract 2107, Cook County, Illinois","Census Tract 2107, Cook County, Illinois",il,140,0,ACSSF,6110,17,31,210700,4253,307,520,750,840,1203,2271,3087,3496,3869,4123,4236,2.67,52865,804,364,440
17031210800,14000US17031210800,"Census Tract 2108, Cook County, Illinois","Census Tract 2108, Cook County, Illinois",il,140,0,ACSSF,6111,17,31,210800,1081,23,53,114,138,308,627,819,907,1020,1052,1064,2.85,60750,138,6,132
17031210900,14000US17031210900,"Census Tract 2109, Cook County, Illinois","Census Tract 2109, Cook County, Illinois",il,140,0,ACSSF,6112,17,31,210900,2952,244,466,679,764,1032,1845,2239,2537,2715,2874,2914,2.49,70781,764,240,524
17031220300,14000US17031220300,"Census Tract 2203, Cook County, Illinois","Census Tract 2203, Cook County, Illinois",il,140,0,ACSSF,6113,17,31,220300,2177,143,269,339,410,538,1245,1671,1904,2023,2097,2173,2.37,109769,405,56,349
17031220400,14000US17031220400,"Census Tract 2204, Cook County, Illinois","Census Tract 2204, Cook County, Illinois",il,140,0,ACSSF,6114,17,31,220400,2569,194,233,258,328,519,1410,1773,2070,2315,2389,2540,2.36,96908,309,8,301
17031220500,14000US17031220500,"Census Tract 2205, Cook County, Illinois","Census Tract 2205, Cook County, Illinois",il,140,0,ACSSF,6115,17,31,220500,2552,165,223,261,291,510,1711,1994,2166,2357,2460,2519,2.12,106484,291,0,291
17031220601,14000US17031220601,"Census Tract 2206.01, Cook County, Illinois","Census Tract 2206.01, Cook County, Illinois",il,140,0,ACSSF,6116,17,31,220601,1893,141,300,422,473,597,1124,1319,1653,1790,1884,1893,2.73,63409,450,165,285
17031220602,14000US17031220602,"Census Tract 2206.02, Cook County, Illinois","Census Tract 2206.02, Cook County, Illinois",il,140,0,ACSSF,6117,17,31,220602,5164,389,550,708,818,1268,2807,3573,4158,4598,4786,5130,2.16,53125,802,355,447
17031220701,14000US17031220701,"Census Tract 2207.01, Cook County, Illinois","Census Tract 2207.01, Cook County, Illinois",il,140,0,ACSSF,6118,17,31,220701,3337,188,530,840,908,1184,1870,2523,2910,3156,3320,3325,3.2,67111,713,138,575
17031220702,14000US17031220702,"Census Tract 2207.02, Cook County, Illinois","Census Tract 2207.02, Cook County, Illinois",il,140,0,ACSSF,6119,17,31,220702,3853,149,536,837,1088,1606,2260,2944,3429,3664,3784,3826,2.97,64837,1075,140,935
17031220901,14000US17031220901,"Census Tract 2209.01, Cook County, Illinois","Census Tract 2209.01, Cook County, Illinois",il,140,0,ACSSF,6120,17,31,220901,2965,185,472,686,764,1099,1815,2098,2440,2732,2880,2934,3.03,40599,764,366,398
17031220902,14000US17031220902,"Census Tract 2209.02, Cook County, Illinois","Census Tract 2209.02, Cook County, Illinois",il,140,0,ACSSF,6121,17,31,220902,2943,165,326,537,633,982,1502,1968,2338,2665,2846,2899,3.08,48073,633,189,444
17031221000,14000US17031221000,"Census Tract 2210, Cook County, Illinois","Census Tract 2210, Cook County, Illinois",il,140,0,ACSSF,6122,17,31,221000,2962,263,507,724,836,1049,1822,2300,2592,2811,2905,2945,2.91,32974,824,336,488
17031221100,14000US17031221100,"Census Tract 2211, Cook County, Illinois","Census Tract 2211, Cook County, Illinois",il,140,0,ACSSF,6123,17,31,221100,5296,258,461,679,859,1734,3206,4099,4408,4880,5069,5192,2.6,51534,859,360,499
17031221200,14000US17031221200,"Census Tract 2212, Cook County, Illinois","Census Tract 2212, Cook County, Illinois",il,140,0,ACSSF,6124,17,31,221200,3249,199,324,431,558,941,2168,2733,2968,3087,3230,3249,2.6,86875,558,88,470
17031221300,14000US17031221300,"Census Tract 2213, Cook County, Illinois","Census Tract 2213, Cook County, Illinois",il,140,0,ACSSF,6125,17,31,221300,2803,60,146,257,308,666,1513,2110,2456,2613,2708,2797,2.11,80417,308,97,211
17031221400,14000US17031221400,"Census Tract 2214, Cook County, Illinois","Census Tract 2214, Cook County, Illinois",il,140,0,ACSSF,6126,17,31,221400,3067,243,384,546,674,900,1794,2384,2709,2906,2960,3059,2.32,76375,674,85,589
17031221500,14000US17031221500,"Census Tract 2215, Cook County, Illinois","Census Tract 2215, Cook County, Illinois",il,140,0,ACSSF,6127,17,31,221500,2783,175,232,378,405,480,1410,1797,2118,2395,2663,2748,2.01,73403,405,26,379
17031221600,14000US17031221600,"Census Tract 2216, Cook County, Illinois","Census Tract 2216, Cook County, Illinois",il,140,0,ACSSF,6128,17,31,221600,3025,218,321,398,494,700,1865,2445,2673,2883,2998,3011,2.19,156875,494,0,494
17031222200,14000US17031222200,"Census Tract 2222, Cook County, Illinois","Census Tract 2222, Cook County, Illinois",il,140,0,ACSSF,6129,17,31,222200,2123,231,269,362,376,505,1294,1693,1888,2045,2106,2114,2.39,201429,376,0,376
17031222500,14000US17031222500,"Census Tract 2225, Cook County, Illinois","Census Tract 2225, Cook County, Illinois",il,140,0,ACSSF,6130,17,31,222500,1622,101,168,238,271,454,869,1190,1395,1492,1614,1622,3.14,54545,271,92,179
17031222600,14000US17031222600,"Census Tract 2226, Cook County, Illinois","Census Tract 2226, Cook County, Illinois",il,140,0,ACSSF,6131,17,31,222600,1517,77,136,204,224,357,1031,1267,1398,1475,1512,1517,2.21,80833,224,22,202
17031222700,14000US17031222700,"Census Tract 2227, Cook County, Illinois","Census Tract 2227, Cook County, Illinois",il,140,0,ACSSF,6132,17,31,222700,2692,216,390,575,694,992,1615,2034,2324,2572,2663,2692,3.14,61641,685,247,438
17031222800,14000US17031222800,"Census Tract 2228, Cook County, Illinois","Census Tract 2228, Cook County, Illinois",il,140,0,ACSSF,6133,17,31,222800,972,110,137,216,273,399,643,739,869,939,961,972,2.86,40625,273,78,195
17031222900,14000US17031222900,"Census Tract 2229, Cook County, Illinois","Census Tract 2229, Cook County, Illinois",il,140,0,ACSSF,6134,17,31,222900,926,40,142,189,218,400,542,649,741,837,898,917,3.09,46736,218,39,179
17031230100,14000US17031230100,"Census Tract 2301, Cook County, Illinois","Census Tract 2301, Cook County, Illinois",il,140,0,ACSSF,6135,17,31,230100,1753,111,205,336,454,650,1081,1426,1531,1674,1723,1737,2.96,41161,442,237,205
17031230200,14000US17031230200,"Census Tract 2302, Cook County, Illinois","Census Tract 2302, Cook County, Illinois",il,140,0,ACSSF,6136,17,31,230200,2131,183,382,583,674,962,1286,1655,1988,2050,2108,2115,3.61,47750,674,136,538
17031230300,14000US17031230300,"Census Tract 2303, Cook County, Illinois","Census Tract 2303, Cook County, Illinois",il,140,0,ACSSF,6137,17,31,230300,1033,160,262,349,380,448,645,849,906,970,1019,1019,3.93,41739,376,62,314
17031230400,14000US17031230400,"Census Tract 2304, Cook County, Illinois","Census Tract 2304, Cook County, Illinois",il,140,0,ACSSF,6138,17,31,230400,2371,136,267,414,497,760,1211,1545,1856,2078,2262,2352,3.47,48750,497,83,414
17031230500,14000US17031230500,"Census Tract 2305, Cook County, Illinois","Census Tract 2305, Cook County, Illinois",il,140,0,ACSSF,6139,17,31,230500,3729,235,480,758,1021,1463,1924,2581,3110,3446,3556,3653,3.32,32423,1021,603,418
17031230600,14000US17031230600,"Census Tract 2306, Cook County, Illinois","Census Tract 2306, Cook County, Illinois",il,140,0,ACSSF,6140,17,31,230600,6606,620,1290,1757,2093,3165,4025,4940,5771,6309,6535,6573,3.46,36882,2073,932,1141
17031230700,14000US17031230700,"Census Tract 2307, Cook County, Illinois","Census Tract 2307, Cook County, Illinois",il,140,0,ACSSF,6141,17,31,230700,5677,537,958,1486,1797,2331,3225,3928,4589,5218,5551,5664,3.49,39606,1760,507,1253
17031230800,14000US17031230800,"Census Tract 2308, Cook County, Illinois","Census Tract 2308, Cook County, Illinois",il,140,0,ACSSF,6142,17,31,230800,1359,131,220,301,349,519,707,939,1040,1199,1285,1346,3.88,71667,347,44,303
17031230900,14000US17031230900,"Census Tract 2309, Cook County, Illinois","Census Tract 2309, Cook County, Illinois",il,140,0,ACSSF,6143,17,31,230900,5330,340,816,1249,1535,1987,3146,3770,4379,4946,5225,5292,2.86,43198,1505,948,557
17031231100,14000US17031231100,"Census Tract 2311, Cook County, Illinois","Census Tract 2311, Cook County, Illinois",il,140,0,ACSSF,6144,17,31,231100,1348,121,250,368,407,579,804,934,1133,1216,1280,1347,3.67,50625,396,131,265
17031231200,14000US17031231200,"Census Tract 2312, Cook County, Illinois","Census Tract 2312, Cook County, Illinois",il,140,0,ACSSF,6145,17,31,231200,6138,534,1144,1592,1841,2553,3366,4270,4874,5460,5773,6035,3.36,33849,1679,863,816
17031231500,14000US17031231500,"Census Tract 2315, Cook County, Illinois","Census Tract 2315, Cook County, Illinois",il,140,0,ACSSF,6146,17,31,231500,6699,487,1015,1473,1730,2578,3473,4670,5389,5922,6438,6677,3.58,31932,1730,742,988
17031240200,14000US17031240200,"Census Tract 2402, Cook County, Illinois","Census Tract 2402, Cook County, Illinois",il,140,0,ACSSF,6147,17,31,240200,1592,126,194,206,222,271,888,1198,1329,1461,1526,1555,2.01,176597,222,4,218
17031240300,14000US17031240300,"Census Tract 2403, Cook County, Illinois","Census Tract 2403, Cook County, Illinois",il,140,0,ACSSF,6148,17,31,240300,1251,116,182,205,221,298,711,986,1112,1195,1241,1247,2.11,185500,221,11,210
17031240500,14000US17031240500,"Census Tract 2405, Cook County, Illinois","Census Tract 2405, Cook County, Illinois",il,140,0,ACSSF,6149,17,31,240500,2294,180,241,241,298,374,1275,1927,2159,2254,2294,2294,1.81,200341,298,11,287
17031240600,14000US17031240600,"Census Tract 2406, Cook County, Illinois","Census Tract 2406, Cook County, Illinois",il,140,0,ACSSF,6150,17,31,240600,1644,196,321,348,354,511,1023,1320,1479,1550,1630,1644,2.65,149563,354,32,322
17031240700,14000US17031240700,"Census Tract 2407, Cook County, Illinois","Census Tract 2407, Cook County, Illinois",il,140,0,ACSSF,6151,17,31,240700,1652,120,207,319,368,539,1051,1240,1408,1533,1618,1652,2.57,85250,368,167,201
17031240800,14000US17031240800,"Census Tract 2408, Cook County, Illinois","Census Tract 2408, Cook County, Illinois",il,140,0,ACSSF,6152,17,31,240800,1587,124,166,292,342,465,828,1161,1371,1479,1557,1583,2.42,58125,338,98,240
17031240900,14000US17031240900,"Census Tract 2409, Cook County, Illinois","Census Tract 2409, Cook County, Illinois",il,140,0,ACSSF,6153,17,31,240900,1015,52,109,161,171,216,459,591,789,880,989,1006,2.02,41688,171,74,97
17031241000,14000US17031241000,"Census Tract 2410, Cook County, Illinois","Census Tract 2410, Cook County, Illinois",il,140,0,ACSSF,6154,17,31,241000,2220,153,323,498,587,801,1374,1704,1842,2000,2079,2174,2.89,48125,566,291,275
17031241100,14000US17031241100,"Census Tract 2411, Cook County, Illinois","Census Tract 2411, Cook County, Illinois",il,140,0,ACSSF,6155,17,31,241100,3904,269,455,540,643,994,2679,3361,3622,3753,3863,3904,2.5,74891,574,344,230
17031241200,14000US17031241200,"Census Tract 2412, Cook County, Illinois","Census Tract 2412, Cook County, Illinois",il,140,0,ACSSF,6156,17,31,241200,1862,128,196,217,245,402,1127,1343,1513,1630,1752,1846,2.57,139167,245,20,225
17031241300,14000US17031241300,"Census Tract 2413, Cook County, Illinois","Census Tract 2413, Cook County, Illinois",il,140,0,ACSSF,6157,17,31,241300,2031,183,278,324,418,586,1320,1624,1817,1896,1952,1985,2.41,128125,361,175,186
17031241400,14000US17031241400,"Census Tract 2414, Cook County, Illinois","Census Tract 2414, Cook County, Illinois",il,140,0,ACSSF,6158,17,31,241400,5089,408,529,604,677,1005,3182,4048,4432,4703,4965,5089,2.11,129412,677,17,660
17031241500,14000US17031241500,"Census Tract 2415, Cook County, Illinois","Census Tract 2415, Cook County, Illinois",il,140,0,ACSSF,6159,17,31,241500,2911,173,260,384,444,547,2106,2622,2826,2895,2911,2911,2.15,142500,409,130,279
17031241600,14000US17031241600,"Census Tract 2416, Cook County, Illinois","Census Tract 2416, Cook County, Illinois",il,140,0,ACSSF,6160,17,31,241600,3526,83,164,236,269,720,2608,2915,3325,3410,3490,3526,2.19,130870,269,31,238
17031242000,14000US17031242000,"Census Tract 2420, Cook County, Illinois","Census Tract 2420, Cook County, Illinois",il,140,0,ACSSF,6161,17,31,242000,5156,223,448,622,699,1125,3341,3993,4337,4648,4981,5156,2.56,115167,699,184,515
17031242100,14000US17031242100,"Census Tract 2421, Cook County, Illinois","Census Tract 2421, Cook County, Illinois",il,140,0,ACSSF,6162,17,31,242100,3803,258,367,422,445,790,2614,3412,3622,3717,3764,3794,2.28,126766,445,9,436
17031242200,14000US17031242200,"Census Tract 2422, Cook County, Illinois","Census Tract 2422, Cook County, Illinois",il,140,0,ACSSF,6163,17,31,242200,3373,206,274,307,419,801,2370,3032,3217,3305,3362,3373,2.01,146875,419,42,377
17031242300,14000US17031242300,"Census Tract 2423, Cook County, Illinois","Census Tract 2423, Cook County, Illinois",il,140,0,ACSSF,6164,17,31,242300,3034,148,226,264,283,390,1752,2341,2647,2873,2981,3001,1.93,121538,274,25,249
17031242400,14000US17031242400,"Census Tract 2424, Cook County, Illinois","Census Tract 2424, Cook County, Illinois",il,140,0,ACSSF,6165,17,31,242400,2866,82,150,180,208,492,1741,2124,2365,2618,2735,2798,2.08,105048,197,33,164
17031242500,14000US17031242500,"Census Tract 2425, Cook County, Illinois","Census Tract 2425, Cook County, Illinois",il,140,0,ACSSF,6166,17,31,242500,3609,244,348,558,608,802,2035,2641,2997,3231,3485,3549,2.32,87537,608,149,459
17031242600,14000US17031242600,"Census Tract 2426, Cook County, Illinois","Census Tract 2426, Cook County, Illinois",il,140,0,ACSSF,6167,17,31,242600,5959,293,675,950,1128,1638,3267,4450,5144,5657,5780,5959,2.37,45139,1104,145,959
17031242700,14000US17031242700,"Census Tract 2427, Cook County, Illinois","Census Tract 2427, Cook County, Illinois",il,140,0,ACSSF,6168,17,31,242700,1627,68,153,238,286,394,850,1164,1370,1489,1601,1619,2.24,31607,272,89,183
17031242800,14000US17031242800,"Census Tract 2428, Cook County, Illinois","Census Tract 2428, Cook County, Illinois",il,140,0,ACSSF,6169,17,31,242800,1551,112,204,325,351,449,810,1052,1227,1423,1470,1510,2.57,101932,343,0,343
17031242900,14000US17031242900,"Census Tract 2429, Cook County, Illinois","Census Tract 2429, Cook County, Illinois",il,140,0,ACSSF,6170,17,31,242900,1601,117,176,208,220,302,897,1258,1379,1522,1560,1601,2.04,112500,202,11,191
17031243000,14000US17031243000,"Census Tract 2430, Cook County, Illinois","Census Tract 2430, Cook County, Illinois",il,140,0,ACSSF,6171,17,31,243000,2273,29,89,197,223,388,1087,1603,1946,2116,2249,2267,2.19,80804,223,19,204
17031243100,14000US17031243100,"Census Tract 2431, Cook County, Illinois","Census Tract 2431, Cook County, Illinois",il,140,0,ACSSF,6172,17,31,243100,2259,152,234,270,294,406,1141,1545,1771,2055,2157,2229,2.58,113333,294,0,294
17031243200,14000US17031243200,"Census Tract 2432, Cook County, Illinois","Census Tract 2432, Cook County, Illinois",il,140,0,ACSSF,6173,17,31,243200,2318,171,343,418,486,698,1481,1939,2129,2260,2311,2318,2.48,155227,482,101,381
17031243300,14000US17031243300,"Census Tract 2433, Cook County, Illinois","Census Tract 2433, Cook County, Illinois",il,140,0,ACSSF,6174,17,31,243300,2358,64,152,302,308,415,1355,1821,2004,2173,2289,2358,2.13,99741,308,68,240
17031243400,14000US17031243400,"Census Tract 2434, Cook County, Illinois","Census Tract 2434, Cook County, Illinois",il,140,0,ACSSF,6175,17,31,243400,2804,231,396,440,486,597,1649,2099,2450,2613,2767,2793,2.14,100045,486,232,254
17031243500,14000US17031243500,"Census Tract 2435, Cook County, Illinois","Census Tract 2435, Cook County, Illinois",il,140,0,ACSSF,6176,17,31,243500,3263,280,353,424,424,590,2026,2632,2914,3128,3248,3263,1.85,157865,424,57,367
17031250200,14000US17031250200,"Census Tract 2502, Cook County, Illinois","Census Tract 2502, Cook County, Illinois",il,140,0,ACSSF,6177,17,31,250200,2748,212,433,624,792,1109,1519,1919,2153,2500,2675,2730,3.55,50341,775,259,516
17031250300,14000US17031250300,"Census Tract 2503, Cook County, Illinois","Census Tract 2503, Cook County, Illinois",il,140,0,ACSSF,6178,17,31,250300,4827,665,931,1266,1409,2061,2781,3232,3905,4461,4702,4788,3.18,34398,1409,707,702
17031250400,14000US17031250400,"Census Tract 2504, Cook County, Illinois","Census Tract 2504, Cook County, Illinois",il,140,0,ACSSF,6179,17,31,250400,4438,252,485,903,1001,1383,2197,2567,2988,3765,4249,4425,2.57,37355,1001,480,521
17031250500,14000US17031250500,"Census Tract 2505, Cook County, Illinois","Census Tract 2505, Cook County, Illinois",il,140,0,ACSSF,6180,17,31,250500,7669,509,1046,1470,1770,2285,3398,4481,5790,6713,7299,7552,2.74,94282,1754,363,1391
17031250600,14000US17031250600,"Census Tract 2506, Cook County, Illinois","Census Tract 2506, Cook County, Illinois",il,140,0,ACSSF,6181,17,31,250600,4068,176,350,471,684,1137,1694,2064,2697,3400,3818,3946,3.11,54476,684,119,565
17031250700,14000US17031250700,"Census Tract 2507, Cook County, Illinois","Census Tract 2507, Cook County, Illinois",il,140,0,ACSSF,6182,17,31,250700,5194,204,475,804,1000,1322,2206,2947,3615,4479,4989,5178,2.56,51747,1000,386,614
17031250800,14000US17031250800,"Census Tract 2508, Cook County, Illinois","Census Tract 2508, Cook County, Illinois",il,140,0,ACSSF,6183,17,31,250800,2415,183,380,592,716,891,1083,1423,1690,2063,2262,2397,3.09,39825,716,440,276
17031251000,14000US17031251000,"Census Tract 2510, Cook County, Illinois","Census Tract 2510, Cook County, Illinois",il,140,0,ACSSF,6184,17,31,251000,907,61,143,153,235,348,467,561,667,774,867,907,2.7,38021,235,34,201
17031251100,14000US17031251100,"Census Tract 2511, Cook County, Illinois","Census Tract 2511, Cook County, Illinois",il,140,0,ACSSF,6185,17,31,251100,4103,250,583,790,971,1310,1882,2205,2898,3255,3763,4076,2.8,36667,971,580,391
17031251200,14000US17031251200,"Census Tract 2512, Cook County, Illinois","Census Tract 2512, Cook County, Illinois",il,140,0,ACSSF,6186,17,31,251200,4351,247,432,705,1022,1582,2175,2694,3234,3724,4070,4335,3.89,48553,1022,414,608
17031251300,14000US17031251300,"Census Tract 2513, Cook County, Illinois","Census Tract 2513, Cook County, Illinois",il,140,0,ACSSF,6187,17,31,251300,4446,160,455,644,747,1332,1783,2450,3076,3685,4187,4426,3.04,37614,747,247,500
17031251400,14000US17031251400,"Census Tract 2514, Cook County, Illinois","Census Tract 2514, Cook County, Illinois",il,140,0,ACSSF,6188,17,31,251400,4544,370,699,891,1003,1304,1880,2455,3189,3868,4178,4481,2.65,43479,976,475,501
