Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_STATE,Geo_COUNTY,Geo_TRACT,SE_A01001A_001,SE_A01001A_002,SE_A01001A_003,SE_A01001A_004,SE_A01001A_005,SE_A01001A_006,SE_A01001A_007,SE_A01001A_008,SE_A01001A_009,SE_A01001A_010,SE_A01001A_011,SE_A01001A_012,SE_A10003_001,SE_A14010_001,SE_A13003A_001,SE_A13003A_002,SE_A13003A_003
17031700301,14000US17031700301,"Census Tract 7003.01, Cook County, Illinois","Census Tract 7003.01, Cook County, Illinois",il,140,0,ACSSF,6501,17,31,700301,6592,478,930,1479,1940,2677,3575,4480,5482,6096,6383,6521,3.82,69779,1924,331,1593
17031700302,14000US17031700302,"Census Tract 7003.02, Cook County, Illinois","Census Tract 7003.02, Cook County, Illinois",il,140,0,ACSSF,6502,17,31,700302,5469,292,757,1151,1326,1906,2612,3298,4057,4730,5113,5288,3.19,73750,1315,95,1220
17031700401,14000US17031700401,"Census Tract 7004.01, Cook County, Illinois","Census Tract 7004.01, Cook County, Illinois",il,140,0,ACSSF,6503,17,31,700401,6301,398,835,1411,1751,2613,3406,4238,5220,5793,6108,6272,3.39,75912,1715,324,1391
17031700402,14000US17031700402,"Census Tract 7004.02, Cook County, Illinois","Census Tract 7004.02, Cook County, Illinois",il,140,0,ACSSF,6504,17,31,700402,4337,273,601,935,1162,1673,2058,2599,3430,3945,4176,4266,3.35,62148,1138,519,619
17031700501,14000US17031700501,"Census Tract 7005.01, Cook County, Illinois","Census Tract 7005.01, Cook County, Illinois",il,140,0,ACSSF,6505,17,31,700501,7469,173,652,1261,1470,2217,2715,3628,5022,6363,7156,7320,2.9,74722,1470,217,1253
17031700502,14000US17031700502,"Census Tract 7005.02, Cook County, Illinois","Census Tract 7005.02, Cook County, Illinois",il,140,0,ACSSF,6506,17,31,700502,3437,264,475,711,830,1193,1557,1886,2290,2828,3228,3348,3.08,100792,830,11,819
17031710100,14000US17031710100,"Census Tract 7101, Cook County, Illinois","Census Tract 7101, Cook County, Illinois",il,140,0,ACSSF,6507,17,31,710100,1188,120,150,281,378,495,657,765,906,1069,1124,1167,2.52,14020,378,310,68
17031710200,14000US17031710200,"Census Tract 7102, Cook County, Illinois","Census Tract 7102, Cook County, Illinois",il,140,0,ACSSF,6508,17,31,710200,4925,519,928,1239,1466,1860,2683,3391,3874,4327,4639,4879,2.72,28872,1466,499,967
17031710300,14000US17031710300,"Census Tract 7103, Cook County, Illinois","Census Tract 7103, Cook County, Illinois",il,140,0,ACSSF,6509,17,31,710300,1444,101,184,317,417,545,717,840,1059,1222,1323,1431,2.7,37548,407,177,230
17031710400,14000US17031710400,"Census Tract 7104, Cook County, Illinois","Census Tract 7104, Cook County, Illinois",il,140,0,ACSSF,6510,17,31,710400,5458,188,627,1014,1306,1806,2423,3143,3933,4604,5176,5408,2.99,48381,1306,480,826
17031710500,14000US17031710500,"Census Tract 7105, Cook County, Illinois","Census Tract 7105, Cook County, Illinois",il,140,0,ACSSF,6511,17,31,710500,4268,378,586,860,961,1368,2129,2547,3270,3719,4007,4260,2.74,37604,961,504,457
17031710600,14000US17031710600,"Census Tract 7106, Cook County, Illinois","Census Tract 7106, Cook County, Illinois",il,140,0,ACSSF,6512,17,31,710600,1934,180,382,554,601,874,1134,1280,1428,1632,1795,1878,2.91,37083,601,263,338
17031710700,14000US17031710700,"Census Tract 7107, Cook County, Illinois","Census Tract 7107, Cook County, Illinois",il,140,0,ACSSF,6513,17,31,710700,2941,90,256,480,613,748,1121,1461,1776,2234,2575,2861,2.18,37750,601,137,464
17031710800,14000US17031710800,"Census Tract 7108, Cook County, Illinois","Census Tract 7108, Cook County, Illinois",il,140,0,ACSSF,6514,17,31,710800,4719,276,517,723,783,1323,2055,2524,3149,3819,4055,4472,2.42,39375,756,324,432
17031710900,14000US17031710900,"Census Tract 7109, Cook County, Illinois","Census Tract 7109, Cook County, Illinois",il,140,0,ACSSF,6515,17,31,710900,2153,131,266,495,616,841,1095,1393,1604,1864,2021,2118,2.64,35114,616,415,201
17031711000,14000US17031711000,"Census Tract 7110, Cook County, Illinois","Census Tract 7110, Cook County, Illinois",il,140,0,ACSSF,6516,17,31,711000,3098,111,264,391,487,823,1124,1350,2067,2667,2846,3035,2.96,33685,487,249,238
17031711100,14000US17031711100,"Census Tract 7111, Cook County, Illinois","Census Tract 7111, Cook County, Illinois",il,140,0,ACSSF,6517,17,31,711100,2283,24,162,318,390,522,819,1062,1419,1838,2070,2208,2.41,59000,390,27,363
17031711200,14000US17031711200,"Census Tract 7112, Cook County, Illinois","Census Tract 7112, Cook County, Illinois",il,140,0,ACSSF,6518,17,31,711200,4986,100,346,704,967,1526,1957,2374,3004,3890,4453,4912,2.55,59880,967,313,654
17031711300,14000US17031711300,"Census Tract 7113, Cook County, Illinois","Census Tract 7113, Cook County, Illinois",il,140,0,ACSSF,6519,17,31,711300,1780,50,195,291,360,525,696,989,1271,1470,1655,1769,3.03,60667,360,95,265
17031711400,14000US17031711400,"Census Tract 7114, Cook County, Illinois","Census Tract 7114, Cook County, Illinois",il,140,0,ACSSF,6520,17,31,711400,2424,87,258,413,512,791,1074,1286,1609,2010,2239,2360,2.92,39390,511,237,274
17031711500,14000US17031711500,"Census Tract 7115, Cook County, Illinois","Census Tract 7115, Cook County, Illinois",il,140,0,ACSSF,6521,17,31,711500,2677,219,414,539,615,888,1188,1459,1809,2235,2432,2618,3.31,39125,607,317,290
17031720100,14000US17031720100,"Census Tract 7201, Cook County, Illinois","Census Tract 7201, Cook County, Illinois",il,140,0,ACSSF,6522,17,31,720100,3381,278,545,784,845,967,1279,1616,2121,2713,3104,3341,2.83,170054,845,0,845
17031720200,14000US17031720200,"Census Tract 7202, Cook County, Illinois","Census Tract 7202, Cook County, Illinois",il,140,0,ACSSF,6523,17,31,720200,4043,215,352,643,814,1081,1563,1997,2661,3334,3765,3926,2.44,79074,814,164,650
17031720300,14000US17031720300,"Census Tract 7203, Cook County, Illinois","Census Tract 7203, Cook County, Illinois",il,140,0,ACSSF,6524,17,31,720300,4208,276,460,805,1093,1321,1536,2036,2809,3505,3941,4096,3.18,132065,1093,33,1060
17031720400,14000US17031720400,"Census Tract 7204, Cook County, Illinois","Census Tract 7204, Cook County, Illinois",il,140,0,ACSSF,6525,17,31,720400,1953,156,332,424,507,633,865,1175,1490,1760,1891,1938,2.93,121042,500,0,500
17031720500,14000US17031720500,"Census Tract 7205, Cook County, Illinois","Census Tract 7205, Cook County, Illinois",il,140,0,ACSSF,6526,17,31,720500,2199,128,282,468,611,761,965,1258,1613,1929,2123,2162,2.78,150250,600,0,600
17031720600,14000US17031720600,"Census Tract 7206, Cook County, Illinois","Census Tract 7206, Cook County, Illinois",il,140,0,ACSSF,6527,17,31,720600,1758,172,265,387,447,590,680,920,1200,1484,1668,1715,2.84,127250,447,0,447
17031720700,14000US17031720700,"Census Tract 7207, Cook County, Illinois","Census Tract 7207, Cook County, Illinois",il,140,0,ACSSF,6528,17,31,720700,3280,200,433,627,695,906,1321,1880,2317,2853,3193,3271,2.28,92039,685,0,685
17031730100,14000US17031730100,"Census Tract 7301, Cook County, Illinois","Census Tract 7301, Cook County, Illinois",il,140,0,ACSSF,6529,17,31,730100,2567,82,209,347,452,813,1073,1489,1815,2116,2320,2496,2.89,64327,452,66,386
17031730201,14000US17031730201,"Census Tract 7302.01, Cook County, Illinois","Census Tract 7302.01, Cook County, Illinois",il,140,0,ACSSF,6530,17,31,730201,5719,259,573,709,1021,1693,2343,3074,3720,4543,5309,5547,2.46,39856,1021,420,601
17031730202,14000US17031730202,"Census Tract 7302.02, Cook County, Illinois","Census Tract 7302.02, Cook County, Illinois",il,140,0,ACSSF,6531,17,31,730202,3439,63,160,428,599,921,1432,1841,2207,2788,3097,3336,2.97,53889,599,147,452
17031730300,14000US17031730300,"Census Tract 7303, Cook County, Illinois","Census Tract 7303, Cook County, Illinois",il,140,0,ACSSF,6532,17,31,730300,1126,60,132,179,232,377,571,669,797,949,1038,1105,2.69,54028,232,57,175
17031730400,14000US17031730400,"Census Tract 7304, Cook County, Illinois","Census Tract 7304, Cook County, Illinois",il,140,0,ACSSF,6533,17,31,730400,4129,180,341,650,785,1152,1794,2179,2757,3322,3705,4066,3.12,71196,773,218,555
17031730500,14000US17031730500,"Census Tract 7305, Cook County, Illinois","Census Tract 7305, Cook County, Illinois",il,140,0,ACSSF,6534,17,31,730500,4507,140,368,822,998,1586,2066,2511,3198,3756,4133,4384,2.9,58438,998,254,744
17031730600,14000US17031730600,"Census Tract 7306, Cook County, Illinois","Census Tract 7306, Cook County, Illinois",il,140,0,ACSSF,6535,17,31,730600,3621,201,383,648,763,1139,1349,1826,2278,2952,3146,3506,2.87,47875,763,239,524
17031730700,14000US17031730700,"Census Tract 7307, Cook County, Illinois","Census Tract 7307, Cook County, Illinois",il,140,0,ACSSF,6536,17,31,730700,2345,173,318,468,582,772,960,1385,1694,1982,2178,2316,3.28,51411,572,261,311
17031740100,14000US17031740100,"Census Tract 7401, Cook County, Illinois","Census Tract 7401, Cook County, Illinois",il,140,0,ACSSF,6537,17,31,740100,3128,307,486,688,747,950,1493,1864,2247,2757,2983,3093,2.72,97171,747,29,718
17031740200,14000US17031740200,"Census Tract 7402, Cook County, Illinois","Census Tract 7402, Cook County, Illinois",il,140,0,ACSSF,6538,17,31,740200,6523,482,786,1168,1469,2610,3272,4061,4843,5679,6170,6416,3.04,113378,1469,0,1469
17031740300,14000US17031740300,"Census Tract 7403, Cook County, Illinois","Census Tract 7403, Cook County, Illinois",il,140,0,ACSSF,6539,17,31,740300,4957,407,738,1153,1377,1649,2277,3091,3849,4408,4733,4879,2.87,121875,1377,20,1357
17031740400,14000US17031740400,"Census Tract 7404, Cook County, Illinois","Census Tract 7404, Cook County, Illinois",il,140,0,ACSSF,6540,17,31,740400,4669,310,581,878,1121,1425,2104,2803,3491,4139,4390,4565,2.57,102799,1121,30,1091
17031750100,14000US17031750100,"Census Tract 7501, Cook County, Illinois","Census Tract 7501, Cook County, Illinois",il,140,0,ACSSF,6541,17,31,750100,4014,177,309,519,668,1203,1694,2157,2614,3193,3545,3913,2.82,54636,596,129,467
17031750200,14000US17031750200,"Census Tract 7502, Cook County, Illinois","Census Tract 7502, Cook County, Illinois",il,140,0,ACSSF,6542,17,31,750200,2868,211,412,502,636,727,1035,1403,1940,2394,2753,2857,2.35,113077,636,104,532
17031750300,14000US17031750300,"Census Tract 7503, Cook County, Illinois","Census Tract 7503, Cook County, Illinois",il,140,0,ACSSF,6543,17,31,750300,2452,187,362,534,660,781,1010,1357,1717,2001,2332,2416,2.62,98250,655,51,604
17031750400,14000US17031750400,"Census Tract 7504, Cook County, Illinois","Census Tract 7504, Cook County, Illinois",il,140,0,ACSSF,6544,17,31,750400,3212,168,314,560,717,980,1414,1821,2314,2851,3136,3180,2.69,111989,717,0,717
17031750500,14000US17031750500,"Census Tract 7505, Cook County, Illinois","Census Tract 7505, Cook County, Illinois",il,140,0,ACSSF,6545,17,31,750500,6403,269,605,1343,1593,2286,2842,3376,4178,5063,5649,6118,2.91,64677,1560,535,1025
17031750600,14000US17031750600,"Census Tract 7506, Cook County, Illinois","Census Tract 7506, Cook County, Illinois",il,140,0,ACSSF,6546,17,31,750600,3426,258,292,708,952,1208,1455,1861,2265,2831,3101,3267,2.83,54886,952,467,485
17031760801,14000US17031760801,"Census Tract 7608.01, Cook County, Illinois","Census Tract 7608.01, Cook County, Illinois",il,140,0,ACSSF,6547,17,31,760801,4020,279,328,531,626,822,2134,2688,3281,3750,3923,4020,1.89,66875,626,40,586
17031760802,14000US17031760802,"Census Tract 7608.02, Cook County, Illinois","Census Tract 7608.02, Cook County, Illinois",il,140,0,ACSSF,6548,17,31,760802,2540,102,178,327,417,538,844,1271,1482,1888,2142,2385,2.27,79052,417,130,287
17031760803,14000US17031760803,"Census Tract 7608.03, Cook County, Illinois","Census Tract 7608.03, Cook County, Illinois",il,140,0,ACSSF,6549,17,31,760803,5579,239,583,826,916,1102,2291,3395,4110,4672,5114,5481,2.01,57500,916,308,608
17031770201,14000US17031770201,"Census Tract 7702.01, Cook County, Illinois","Census Tract 7702.01, Cook County, Illinois",il,140,0,ACSSF,6550,17,31,770201,5919,219,513,917,1093,1479,2279,3111,4160,4786,5271,5714,2.11,85257,1093,105,988
17031770202,14000US17031770202,"Census Tract 7702.02, Cook County, Illinois","Census Tract 7702.02, Cook County, Illinois",il,140,0,ACSSF,6551,17,31,770202,4828,207,409,608,806,1264,1672,2151,2801,3682,4348,4734,2.25,92017,805,81,724
17031770300,14000US17031770300,"Census Tract 7703, Cook County, Illinois","Census Tract 7703, Cook County, Illinois",il,140,0,ACSSF,6552,17,31,770300,6946,491,794,1097,1324,1840,3064,3842,4847,5788,6505,6823,2.45,82158,1324,15,1309
17031770400,14000US17031770400,"Census Tract 7704, Cook County, Illinois","Census Tract 7704, Cook County, Illinois",il,140,0,ACSSF,6553,17,31,770400,4887,337,582,852,1064,1472,2136,2997,3662,4263,4690,4849,2.69,73576,1064,163,901
17031770500,14000US17031770500,"Census Tract 7705, Cook County, Illinois","Census Tract 7705, Cook County, Illinois",il,140,0,ACSSF,6554,17,31,770500,4142,323,651,1329,1485,1859,2260,3061,3522,3950,4064,4126,3.74,48808,1485,446,1039
17031770601,14000US17031770601,"Census Tract 7706.01, Cook County, Illinois","Census Tract 7706.01, Cook County, Illinois",il,140,0,ACSSF,6555,17,31,770601,3411,198,369,544,670,923,1372,1681,2259,2785,3051,3277,2.99,67969,670,176,494
17031770602,14000US17031770602,"Census Tract 7706.02, Cook County, Illinois","Census Tract 7706.02, Cook County, Illinois",il,140,0,ACSSF,6556,17,31,770602,5285,352,658,1001,1214,1861,2729,3296,4020,4624,4978,5164,3.21,62331,1193,398,795
17031770700,14000US17031770700,"Census Tract 7707, Cook County, Illinois","Census Tract 7707, Cook County, Illinois",il,140,0,ACSSF,6557,17,31,770700,2643,99,235,386,435,655,1123,1371,1799,2221,2407,2590,2.25,77645,435,71,364
17031770800,14000US17031770800,"Census Tract 7708, Cook County, Illinois","Census Tract 7708, Cook County, Illinois",il,140,0,ACSSF,6558,17,31,770800,5463,252,592,714,1033,1440,2317,3237,3946,4797,5126,5414,2.78,62449,1033,167,866
17031770901,14000US17031770901,"Census Tract 7709.01, Cook County, Illinois","Census Tract 7709.01, Cook County, Illinois",il,140,0,ACSSF,6559,17,31,770901,5253,252,590,783,990,1284,1869,2623,3247,4162,4684,5062,2.6,76761,972,104,868
17031770902,14000US17031770902,"Census Tract 7709.02, Cook County, Illinois","Census Tract 7709.02, Cook County, Illinois",il,140,0,ACSSF,6560,17,31,770902,3634,161,385,519,628,838,1349,1785,2200,2840,3112,3428,2.51,78285,627,9,618
17031800100,14000US17031800100,"Census Tract 8001, Cook County, Illinois","Census Tract 8001, Cook County, Illinois",il,140,0,ACSSF,6561,17,31,800100,2574,167,373,660,794,919,977,1215,1692,2075,2371,2495,2.92,250001,794,0,794
17031800200,14000US17031800200,"Census Tract 8002, Cook County, Illinois","Census Tract 8002, Cook County, Illinois",il,140,0,ACSSF,6562,17,31,800200,6349,299,679,1487,1847,2159,2429,3194,4293,5373,6099,6265,2.73,250001,1847,20,1827
17031800300,14000US17031800300,"Census Tract 8003, Cook County, Illinois","Census Tract 8003, Cook County, Illinois",il,140,0,ACSSF,6563,17,31,800300,3505,304,556,908,1117,1312,1535,2001,2578,2939,3151,3398,2.93,250001,1087,47,1040
17031800400,14000US17031800400,"Census Tract 8004, Cook County, Illinois","Census Tract 8004, Cook County, Illinois",il,140,0,ACSSF,6564,17,31,800400,3844,228,645,993,1241,1447,1607,2089,2845,3348,3667,3830,2.99,250001,1241,35,1206
17031800500,14000US17031800500,"Census Tract 8005, Cook County, Illinois","Census Tract 8005, Cook County, Illinois",il,140,0,ACSSF,6565,17,31,800500,5073,396,1006,1415,1756,1995,2171,2796,3657,4354,4774,5033,3.06,248125,1756,9,1747
17031800600,14000US17031800600,"Census Tract 8006, Cook County, Illinois","Census Tract 8006, Cook County, Illinois",il,140,0,ACSSF,6566,17,31,800600,2454,119,323,618,792,946,1016,1310,1777,2064,2261,2392,3.19,250001,792,9,783
17031800700,14000US17031800700,"Census Tract 8007, Cook County, Illinois","Census Tract 8007, Cook County, Illinois",il,140,0,ACSSF,6567,17,31,800700,5146,297,782,1301,1672,1981,2114,2737,3482,4296,4738,5036,3.03,206464,1672,0,1672
17031800800,14000US17031800800,"Census Tract 8008, Cook County, Illinois","Census Tract 8008, Cook County, Illinois",il,140,0,ACSSF,6568,17,31,800800,2268,71,229,393,482,595,794,988,1315,1640,1997,2120,2.24,134792,482,40,442
17031800900,14000US17031800900,"Census Tract 8009, Cook County, Illinois","Census Tract 8009, Cook County, Illinois",il,140,0,ACSSF,6569,17,31,800900,4431,227,558,906,1118,1336,1589,2225,2846,3602,4088,4292,2.96,132778,1107,33,1074
17031801000,14000US17031801000,"Census Tract 8010, Cook County, Illinois","Census Tract 8010, Cook County, Illinois",il,140,0,ACSSF,6570,17,31,801000,4975,294,649,1037,1299,1537,1752,2324,3262,4109,4580,4768,2.66,136806,1299,77,1222
17031801100,14000US17031801100,"Census Tract 8011, Cook County, Illinois","Census Tract 8011, Cook County, Illinois",il,140,0,ACSSF,6571,17,31,801100,4754,423,794,1391,1613,1706,1979,2645,3492,4074,4592,4734,2.98,178158,1613,10,1603
17031801200,14000US17031801200,"Census Tract 8012, Cook County, Illinois","Census Tract 8012, Cook County, Illinois",il,140,0,ACSSF,6572,17,31,801200,3578,99,302,758,934,1178,1286,1525,2195,2673,3053,3321,2.71,250001,934,8,926
17031801300,14000US17031801300,"Census Tract 8013, Cook County, Illinois","Census Tract 8013, Cook County, Illinois",il,140,0,ACSSF,6573,17,31,801300,4501,262,558,1095,1355,1534,1694,2356,3090,3662,4115,4333,2.74,244063,1355,27,1328
17031801400,14000US17031801400,"Census Tract 8014, Cook County, Illinois","Census Tract 8014, Cook County, Illinois",il,140,0,ACSSF,6574,17,31,801400,2999,138,429,646,814,919,1083,1396,1894,2401,2830,2933,2.92,156736,814,27,787
17031801500,14000US17031801500,"Census Tract 8015, Cook County, Illinois","Census Tract 8015, Cook County, Illinois",il,140,0,ACSSF,6575,17,31,801500,6055,293,728,1017,1256,1488,1855,2431,3430,4134,4794,5590,2.47,135625,1256,0,1256
17031801601,14000US17031801601,"Census Tract 8016.01, Cook County, Illinois","Census Tract 8016.01, Cook County, Illinois",il,140,0,ACSSF,6576,17,31,801601,4683,222,504,781,1000,1243,1598,2110,2604,3396,3968,4286,2.54,131875,1000,74,926
17031801603,14000US17031801603,"Census Tract 8016.03, Cook County, Illinois","Census Tract 8016.03, Cook County, Illinois",il,140,0,ACSSF,6577,17,31,801603,4159,241,582,873,1063,1261,1779,2380,2980,3431,3629,3958,2.62,53699,1063,301,762
17031801605,14000US17031801605,"Census Tract 8016.05, Cook County, Illinois","Census Tract 8016.05, Cook County, Illinois",il,140,0,ACSSF,6578,17,31,801605,5436,219,510,842,1091,1246,1557,2217,2993,3852,4588,5330,2.42,147014,1091,0,1091
17031801606,14000US17031801606,"Census Tract 8016.06, Cook County, Illinois","Census Tract 8016.06, Cook County, Illinois",il,140,0,ACSSF,6579,17,31,801606,5867,234,638,873,1092,1380,1788,2466,3210,4306,5103,5648,2.45,151235,1092,26,1066
17031801607,14000US17031801607,"Census Tract 8016.07, Cook County, Illinois","Census Tract 8016.07, Cook County, Illinois",il,140,0,ACSSF,6580,17,31,801607,5335,317,608,937,1134,1554,2057,2651,3401,4156,4936,5200,2.62,114773,1132,146,986
17031801608,14000US17031801608,"Census Tract 8016.08, Cook County, Illinois","Census Tract 8016.08, Cook County, Illinois",il,140,0,ACSSF,6581,17,31,801608,6916,433,775,1123,1277,1588,2313,2826,3567,4596,5512,6303,2.38,153417,1277,34,1243
17031801701,14000US17031801701,"Census Tract 8017.01, Cook County, Illinois","Census Tract 8017.01, Cook County, Illinois",il,140,0,ACSSF,6582,17,31,801701,3818,327,602,889,1090,1346,1553,2004,2684,3134,3537,3712,3.14,176875,1090,19,1071
17031801702,14000US17031801702,"Census Tract 8017.02, Cook County, Illinois","Census Tract 8017.02, Cook County, Illinois",il,140,0,ACSSF,6583,17,31,801702,4693,279,651,1086,1351,1544,1823,2436,3310,3956,4338,4573,2.77,137974,1351,25,1326
17031801800,14000US17031801800,"Census Tract 8018, Cook County, Illinois","Census Tract 8018, Cook County, Illinois",il,140,0,ACSSF,6584,17,31,801800,6006,278,543,1013,1458,1660,2105,2585,3594,4472,5313,5765,2.52,150795,1458,114,1344
17031801901,14000US17031801901,"Census Tract 8019.01, Cook County, Illinois","Census Tract 8019.01, Cook County, Illinois",il,140,0,ACSSF,6585,17,31,801901,4299,169,387,680,800,990,1393,1841,2406,3020,3675,4120,2.34,115329,800,10,790
17031801902,14000US17031801902,"Census Tract 8019.02, Cook County, Illinois","Census Tract 8019.02, Cook County, Illinois",il,140,0,ACSSF,6586,17,31,801902,3613,193,463,840,1084,1340,1498,1871,2549,2995,3265,3483,3.11,157120,1078,18,1060
17031802002,14000US17031802002,"Census Tract 8020.02, Cook County, Illinois","Census Tract 8020.02, Cook County, Illinois",il,140,0,ACSSF,6587,17,31,802002,5297,279,610,1084,1392,1698,2101,2716,3591,4263,4680,4994,3.12,119259,1392,24,1368
17031802003,14000US17031802003,"Census Tract 8020.03, Cook County, Illinois","Census Tract 8020.03, Cook County, Illinois",il,140,0,ACSSF,6588,17,31,802003,2557,244,417,520,667,783,1157,1468,1700,2083,2333,2477,2.94,105662,667,17,650
17031802004,14000US17031802004,"Census Tract 8020.04, Cook County, Illinois","Census Tract 8020.04, Cook County, Illinois",il,140,0,ACSSF,6589,17,31,802004,5404,399,761,1295,1421,1644,2375,3345,3880,4585,4999,5217,2.59,50530,1421,288,1133
17031802100,14000US17031802100,"Census Tract 8021, Cook County, Illinois","Census Tract 8021, Cook County, Illinois",il,140,0,ACSSF,6590,17,31,802100,3463,116,421,794,1136,1298,1364,1799,2357,2950,3308,3416,3,168472,1136,60,1076
17031802200,14000US17031802200,"Census Tract 8022, Cook County, Illinois","Census Tract 8022, Cook County, Illinois",il,140,0,ACSSF,6591,17,31,802200,4573,203,438,907,1178,1351,1654,2015,2952,3630,4050,4364,2.42,156379,1178,11,1167
17031802300,14000US17031802300,"Census Tract 8023, Cook County, Illinois","Census Tract 8023, Cook County, Illinois",il,140,0,ACSSF,6592,17,31,802300,5283,310,700,1128,1479,1739,2035,2725,3694,4174,4411,4853,2.41,229631,1479,63,1416
17031802402,14000US17031802402,"Census Tract 8024.02, Cook County, Illinois","Census Tract 8024.02, Cook County, Illinois",il,140,0,ACSSF,6593,17,31,802402,5549,317,651,922,1106,1399,2215,2820,3336,4143,4763,5255,2.58,68118,1106,427,679
17031802403,14000US17031802403,"Census Tract 8024.03, Cook County, Illinois","Census Tract 8024.03, Cook County, Illinois",il,140,0,ACSSF,6594,17,31,802403,1436,64,76,114,129,168,430,547,798,999,1193,1333,1.75,92250,129,0,129
17031802404,14000US17031802404,"Census Tract 8024.04, Cook County, Illinois","Census Tract 8024.04, Cook County, Illinois",il,140,0,ACSSF,6595,17,31,802404,7731,482,950,1768,2022,2690,3854,5136,6344,6946,7368,7608,2.73,60773,2022,615,1407
17031802503,14000US17031802503,"Census Tract 8025.03, Cook County, Illinois","Census Tract 8025.03, Cook County, Illinois",il,140,0,ACSSF,6596,17,31,802503,5925,508,992,1216,1294,1535,2582,3421,4078,4943,5478,5783,2.57,82326,1294,235,1059
17031802504,14000US17031802504,"Census Tract 8025.04, Cook County, Illinois","Census Tract 8025.04, Cook County, Illinois",il,140,0,ACSSF,6597,17,31,802504,6921,353,703,1285,1548,2173,3271,3923,5024,5996,6509,6784,3.29,86216,1548,103,1445
17031802505,14000US17031802505,"Census Tract 8025.05, Cook County, Illinois","Census Tract 8025.05, Cook County, Illinois",il,140,0,ACSSF,6598,17,31,802505,6526,670,1128,1677,1897,2348,3548,4571,5091,6010,6285,6480,2.68,51042,1897,553,1344
17031802506,14000US17031802506,"Census Tract 8025.06, Cook County, Illinois","Census Tract 8025.06, Cook County, Illinois",il,140,0,ACSSF,6599,17,31,802506,2685,118,417,622,702,1008,1399,1796,2136,2387,2594,2677,3.33,75938,688,141,547
17031802605,14000US17031802605,"Census Tract 8026.05, Cook County, Illinois","Census Tract 8026.05, Cook County, Illinois",il,140,0,ACSSF,6600,17,31,802605,6962,369,645,979,1218,1532,2482,3382,4462,5265,5995,6542,2.41,102692,1217,17,1200
17031802607,14000US17031802607,"Census Tract 8026.07, Cook County, Illinois","Census Tract 8026.07, Cook County, Illinois",il,140,0,ACSSF,6601,17,31,802607,1455,153,234,304,347,411,657,808,933,1174,1352,1439,2.91,111023,347,0,347
17031802608,14000US17031802608,"Census Tract 8026.08, Cook County, Illinois","Census Tract 8026.08, Cook County, Illinois",il,140,0,ACSSF,6602,17,31,802608,6483,239,521,848,1139,1496,2107,2904,3948,4733,5566,6237,2.14,80918,1109,49,1060
17031802609,14000US17031802609,"Census Tract 8026.09, Cook County, Illinois","Census Tract 8026.09, Cook County, Illinois",il,140,0,ACSSF,6603,17,31,802609,6656,504,1076,1352,1468,1951,3565,4439,5363,6189,6607,6656,2.68,52776,1468,118,1350
17031802610,14000US17031802610,"Census Tract 8026.10, Cook County, Illinois","Census Tract 8026.10, Cook County, Illinois",il,140,0,ACSSF,6604,17,31,802610,1727,152,217,295,330,399,629,885,1091,1378,1562,1658,2.64,98417,330,0,330
17031802701,14000US17031802701,"Census Tract 8027.01, Cook County, Illinois","Census Tract 8027.01, Cook County, Illinois",il,140,0,ACSSF,6605,17,31,802701,7035,565,965,1523,1885,2358,3111,4143,5261,6035,6460,6812,3.15,98493,1828,199,1629
17031802702,14000US17031802702,"Census Tract 8027.02, Cook County, Illinois","Census Tract 8027.02, Cook County, Illinois",il,140,0,ACSSF,6606,17,31,802702,4508,304,463,633,860,1086,1613,2143,2698,3454,4079,4355,2.46,104438,730,8,722
17031802801,14000US17031802801,"Census Tract 8028.01, Cook County, Illinois","Census Tract 8028.01, Cook County, Illinois",il,140,0,ACSSF,6607,17,31,802801,4756,248,468,891,1102,1431,1862,2489,3174,3953,4382,4630,2.61,120982,1102,22,1080
17031802802,14000US17031802802,"Census Tract 8028.02, Cook County, Illinois","Census Tract 8028.02, Cook County, Illinois",il,140,0,ACSSF,6608,17,31,802802,6638,402,918,1448,1770,2283,2767,3790,5002,5754,6232,6497,2.76,103817,1767,110,1657
17031802900,14000US17031802900,"Census Tract 8029, Cook County, Illinois","Census Tract 8029, Cook County, Illinois",il,140,0,ACSSF,6609,17,31,802900,5884,390,751,1049,1341,1717,2203,2890,3556,4830,5427,5706,2.74,136047,1341,0,1341
17031803005,14000US17031803005,"Census Tract 8030.05, Cook County, Illinois","Census Tract 8030.05, Cook County, Illinois",il,140,0,ACSSF,6610,17,31,803005,2704,82,206,438,568,664,982,1412,1899,2185,2462,2633,2.48,107727,568,10,558
17031803007,14000US17031803007,"Census Tract 8030.07, Cook County, Illinois","Census Tract 8030.07, Cook County, Illinois",il,140,0,ACSSF,6611,17,31,803007,4791,102,384,621,793,1103,1455,2136,2796,3874,4515,4655,2.39,122917,793,0,793
17031803008,14000US17031803008,"Census Tract 8030.08, Cook County, Illinois","Census Tract 8030.08, Cook County, Illinois",il,140,0,ACSSF,6612,17,31,803008,4549,315,618,942,1149,1400,1724,2283,2977,3721,4172,4514,2.71,110435,1149,0,1149
