,model,tpr,fpr,precision,threshold
49,tree,0.9999279201355101,0.9999150286070356,0.2821018596658905,0.01
50,tree,1.0,0.9998867048093808,0.28212219499547536,0.02
51,tree,0.9999279201355101,0.9999433524046905,0.2820961231482517,0.05
52,tree,0.994053411179587,0.9615221208859684,0.288886328644595,0.1
53,tree,0.9143691209860525,0.7555797881379935,0.3222778314110055,0.2
54,tree,0.814862868057808,0.5941483034045205,0.3501951551948454,0.3
55,tree,0.1319061520164342,0.06823202855038804,0.4317055909412597,0.5
56,tree,0.0005045590514289833,0.0005947997507505806,0.25,0.6
57,tree,0.0005045590514289833,0.0005947997507505806,0.25,0.7
58,tree,0.00010811979673478214,0.00022659038123831643,0.15789473684210525,0.9
59,tree,3.603993224492738e-05,0.00021242848241092167,0.0625,1.0
60,baseline,1.0,1.0,,
61,baseline,1.0,1.0,,
62,baseline,1.0,1.0,,
63,baseline,1.0,1.0,,
64,baseline,1.0,1.0,,
65,baseline,0.9947034498385543,0.9947034498385543,,
66,baseline,0.6802101625785986,0.6802101625785986,,
67,baseline,0.0,0.0,,
68,baseline,0.0,0.0,,
69,baseline,0.0,0.0,,
70,baseline,0.0,0.0,,
71,baseline,0.0,0.0,,
72,baseline,1.0,1.0,,
73,baseline,1.0,1.0,,
74,baseline,1.0,1.0,,
75,baseline,1.0,1.0,,
76,baseline,1.0,1.0,,
77,baseline,0.9998583810117261,0.9998583810117261,,
78,baseline,0.91318756018807,0.91318756018807,,
79,baseline,0.0,0.0,,
80,baseline,0.0,0.0,,
81,baseline,0.0,0.0,,
82,baseline,0.0,0.0,,
83,baseline,0.0,0.0,,
84,baseline,1.0,1.0,,
85,baseline,0.8997904038973545,0.8997904038973545,,
86,baseline,0.8997904038973545,0.8997904038973545,,
87,baseline,0.8997904038973545,0.8997904038973545,,
88,baseline,0.8997904038973545,0.8997904038973545,,
89,baseline,0.700065144734606,0.700065144734606,,
90,baseline,0.4587888744122812,0.4587888744122812,,
91,baseline,0.2499858381011726,0.2499858381011726,,
92,baseline,0.10542117487112672,0.10542117487112672,,
93,baseline,0.032629014898317564,0.032629014898317564,,
94,baseline,0.0007505806378519232,0.0007505806378519232,,
95,baseline,0.0007505806378519232,0.0007505806378519232,,
96,baseline,1.0,1.0,,
97,baseline,0.9990511527785646,0.9990511527785646,,
98,baseline,0.9974366963122415,0.9974366963122415,,
99,baseline,0.9854132442077834,0.9854132442077834,,
100,baseline,0.922406956324704,0.922406956324704,,
101,baseline,0.6726477086047697,0.6726477086047697,,
102,baseline,0.4070837817934629,0.4070837817934629,,
103,baseline,0.10273041409392171,0.10273041409392171,,
104,baseline,0.043179629524726676,0.043179629524726676,,
105,baseline,0.015790517192545178,0.015790517192545178,,
106,baseline,0.003214751033818614,0.003214751033818614,,
107,baseline,2.8323797654789553e-05,2.8323797654789553e-05,,
108,baseline,1.0,1.0,,
109,baseline,0.9999150286070356,0.9999150286070356,,
110,baseline,0.9998867048093808,0.9998867048093808,,
111,baseline,0.9999433524046905,0.9999433524046905,,
112,baseline,0.9615221208859684,0.9615221208859684,,
113,baseline,0.7555797881379935,0.7555797881379935,,
114,baseline,0.5941483034045205,0.5941483034045205,,
115,baseline,0.06823202855038804,0.06823202855038804,,
116,baseline,0.0005947997507505806,0.0005947997507505806,,
117,baseline,0.0005947997507505806,0.0005947997507505806,,
118,baseline,0.00022659038123831643,0.00022659038123831643,,
119,baseline,0.00021242848241092167,0.00021242848241092167,,
